name_of_img,genre,species,sexe,family,1,2,3,4,8,12,14,9_11,5_13_15,6_7
Cercomacra_tyrannina_2_M_Back_Vis_G121811.png,Cercomacra,cercomacra tyrannina,M,thamnophilidae,76.5,0.0,10.1,0.0,0.0,0.0,11.8,0.0,1.6,0.0
Phalacrocorax_fuscicollis_2_M_Back_Vis_G227276.png,Phalacrocorax,phalacrocorax fuscicollis,M,phalacrocoracidae,45.4,0.0,0.0,0.0,0.0,0.0,0.0,8.5,46.1,0.0
Cistothorus_platensis_4_F_Back_Vis_G072384.png,Cistothorus,cistothorus platensis,F,troglodytidae,0.0,5.6,0.0,46.3,0.0,0.0,37.1,0.0,11.0,0.0
Ploceus_subaureus_1_M_Back_Vis_G160969.png,Ploceus,ploceus subaureus,M,ploceidae,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,95.3,0.0
Padda_oryzivora_4_F_Back_Vis_G158744.png,Padda,padda oryzivora,F,estrildidae,0.0,32.6,15.1,1.7,0.0,0.0,50.7,0.0,0.0,0.0
Tarphonomus_certhioides_6_F_Back_Vis_G101565.png,Tarphonomus,tarphonomus certhioides,F,furnariidae,0.0,59.1,40.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ptilostomus_afer_2_M_Back_Vis_G070155.png,Ptilostomus,ptilostomus afer,M,corvidae,0.0,74.4,0.0,0.1,0.0,0.0,23.3,0.0,2.2,0.0
Pogoniulus_simplex_4_F_Back_Vis_G185816.png,Pogoniulus,pogoniulus simplex,F,lybiidae,99.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hymenops_perspicillatus_3_M_Back_Vis_G051091.png,Hymenops,hymenops perspicillatus,M,tyrannidae,0.0,0.0,11.4,42.7,0.0,0.0,25.2,0.0,20.7,0.0
Myiopagis_gaimardii_3_M_Back_Vis_G045989.png,Myiopagis,myiopagis gaimardii,M,tyrannidae,90.6,0.0,0.0,0.0,0.0,0.0,6.9,0.0,2.5,0.0
Euplectes_progne_4_F_Back_Vis_Y059789.png,Euplectes,euplectes progne,F,ploceidae,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Dendroica_nigrescens_2_M_Back_Vis_G061840.png,Dendroica,dendroica nigrescens,M,parulidae,62.2,0.0,37.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cisticola_brunnescens_1_M_Back_Vis_G148459.png,Cisticola,cisticola brunnescens,M,cisticolidae,0.0,50.0,27.7,22.3,0.0,0.0,0.0,0.0,0.0,0.0
Surniculus_lugubris_3_M_Back_Vis_G205839.png,Surniculus,surniculus lugubris,M,cuculidae,95.9,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turdinus_macrodactylus_2_M_Back_Vis_G140683.png,Turdinus,turdinus macrodactylus,M,pellorneidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pluvialis_squatarola_1_M_Back_Vis_G194504.png,Pluvialis,pluvialis squatarola,M,charadriidae,0.0,0.0,0.0,76.5,0.0,0.0,0.0,0.0,23.5,0.0
Xiphorhynchus_lachrymosus_6_F_Back_Vis_G059286.png,Xiphorhynchus,xiphorhynchus lachrymosus,F,furnariidae,88.6,0.0,0.0,0.0,0.0,0.0,11.4,0.0,0.0,0.0
Sicalis_flaveola_5_F_Back_Vis_G082583.png,Sicalis,sicalis flaveola,F,thraupidae,0.0,0.0,25.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0
Cypsnagra_hirundinacea_3_M_Back_Vis_G064792.png,Cypsnagra,cypsnagra hirundinacea,M,thraupidae,0.0,99.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chalcopsitta_sintillata_5_F_Back_Vis_G112425.png,Chalcopsitta,chalcopsitta sintillata,F,psittacidae,84.6,0.7,0.0,0.0,0.0,0.0,11.9,0.0,2.8,0.0
Harpactes_wardi_2_M_Back_Vis_Y073545.png,Harpactes,harpactes wardi,M,trogonidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zosterops_gibbsi_1_F_Back_Vis_G171353.png,Zosterops,zosterops gibbsi,F,zosteropidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francolinus_jacksoni_1_M_Back_Vis_G247508.png,Francolinus,francolinus jacksoni,M,phasianidae,45.4,0.0,54.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loxia_pytyopsittacus_3_M_Back_Vis_G095717.png,Loxia,loxia pytyopsittacus,M,fringillidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cossypha_isabellae_1_M_Back_Vis_G131847.png,Cossypha,cossypha isabellae,M,muscicapidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ficedula_hypoleuca_4_F_Back_Vis_G111246.png,Ficedula,ficedula hypoleuca,F,muscicapidae,31.3,0.0,0.0,0.0,0.0,0.0,68.7,0.0,0.0,0.0
Pericrocotus_cantonensis_2_M_Back_Vis_Y061407.png,Pericrocotus,pericrocotus cantonensis,M,campephagidae,72.1,27.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anurolimnas_castaneiceps_2_F_Back_Vis_Y077641.png,Anurolimnas,anurolimnas castaneiceps,F,rallidae,97.8,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0
Lepidothrix_isidorei_1_M_Back_Vis_G041530.png,Lepidothrix,lepidothrix isidorei,M,pipridae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Galbalcyrhynchus_leucotis_3_M_Back_Vis_G177424.png,Galbalcyrhynchus,galbalcyrhynchus leucotis,M,galbulidae,86.9,0.0,0.0,0.0,0.0,0.0,5.5,0.0,7.6,0.0
Grallaricula_nana_1_M_Back_Vis_G176561.png,Grallaricula,grallaricula nana,M,grallariidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sitta_nagaensis_3_M_Back_Vis_G087579.png,Sitta,sitta nagaensis,M,sittidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erythrura_prasina_3_M_Back_Vis_G157665.png,Erythrura,erythrura prasina,M,estrildidae,98.2,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orthotomus_frontalis_5_F_Back_Vis_G108980.png,Orthotomus,orthotomus frontalis,F,cisticolidae,77.8,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0
Turdus_olivaceus_2_M_Back_Vis_G182949.png,Turdus,turdus olivaceus,M,turdidae,26.4,0.0,18.1,0.0,0.0,0.0,54.1,0.0,1.4,0.0
Oceanodroma_tristrami_2_M_Back_Vis_G226878.png,Oceanodroma,oceanodroma tristrami,M,hydrobatidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Cyornis_tickelliae_1_M_Back_Vis_G130896.png,Cyornis,cyornis tickelliae,M,muscicapidae,51.7,0.0,4.1,0.0,0.0,0.0,43.0,0.0,1.2,0.0
Prosopeia_personata_5_F_Back_Vis_Y049385.png,Prosopeia,prosopeia personata,F,psittacidae,83.2,0.0,0.0,0.0,0.0,0.0,16.8,0.0,0.0,0.0
Oryzoborus_angolensis_3_M_Back_Vis_G083570.png,Oryzoborus,oryzoborus angolensis,M,thraupidae,75.9,0.0,10.3,0.0,0.0,0.0,13.8,0.0,0.0,0.0
Cyclarhis_gujanensis_5_F_Back_Vis_G053593.png,Cyclarhis,cyclarhis gujanensis,F,vireonidae,44.3,26.7,7.4,0.0,0.0,0.0,21.6,0.0,0.0,0.0
Accipiter_novaehollandiae_1_M_Back_Vis_G220211.png,Accipiter,accipiter novaehollandiae,M,accipitridae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Catharus_fuscescens_5_F_Back_Vis_G182535.png,Catharus,catharus fuscescens,F,turdidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campethera_caroli_3_M_Back_Vis_G189369.png,Campethera,campethera caroli,M,picidae,92.7,0.0,1.6,0.2,0.0,0.0,5.5,0.0,0.0,0.0
Vireo_flavifrons_3_M_Back_Vis_G054241.png,Vireo,vireo flavifrons,M,vireonidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monticola_imerinus_4_F_Back_Vis_G127543.png,Monticola,monticola imerinus,F,muscicapidae,0.2,90.5,0.1,0.0,0.0,0.0,9.3,0.0,0.0,0.0
Certhia_nipalensis_2_M_Back_Vis_G081588.png,Certhia,certhia nipalensis,M,certhiidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthus_berthelotii_5_F_Back_Vis_G089341.png,Anthus,anthus berthelotii,F,motacillidae,0.0,0.0,0.0,39.7,0.0,0.0,59.7,0.0,0.0,0.6
Tetraogallus_himalayensis_1_M_Back_Vis_G245302.png,Tetraogallus,tetraogallus himalayensis,M,phasianidae,0.0,0.0,0.0,78.2,0.0,0.0,0.0,0.0,0.0,21.8
Oenanthe_hispanica_1_M_Back_Vis_G134698.png,Oenanthe,oenanthe hispanica,M,muscicapidae,0.0,0.0,20.7,0.0,0.0,0.0,79.1,0.0,0.0,0.2
Larus_argentatus_5_F_Back_Vis_Y095511.png,Larus,larus argentatus,F,laridae,0.0,0.0,0.0,0.0,0.0,4.1,67.8,15.1,13.0,0.0
Selasphorus_rufus_3_M_Back_Vis_G202109.png,Selasphorus,selasphorus rufus,M,trochilidae,79.7,0.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mirafra_microptera_2_M_Back_Vis_G087351.png,Mirafra,mirafra microptera,M,alaudidae,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Chlorophonia_cyanea_3_M_Back_Vis_G068284.png,Chlorophonia,chlorophonia cyanea,M,fringillidae,83.2,0.0,0.0,0.0,0.0,0.0,16.8,0.0,0.0,0.0
Heteroglaux_blewitti_1_M_Back_Vis_G246499.png,Heteroglaux,heteroglaux blewitti,M,strigidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pogoniulus_makawai_1_M_Back_Vis_Y079086.png,Pogoniulus,pogoniulus makawai,M,lybiidae,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gracula_ptilogenys_1_M_Back_Vis_G137603.png,Gracula,gracula ptilogenys,M,sturnidae,76.1,0.0,0.0,0.0,0.0,0.0,23.9,0.0,0.0,0.0
Euphonia_chalybea_2_M_Back_Vis_G067833.png,Euphonia,euphonia chalybea,M,fringillidae,78.2,0.0,0.0,0.0,0.0,0.0,21.8,0.0,0.0,0.0
Cinclodes_patagonicus_2_M_Back_Vis_G101811.png,Cinclodes,cinclodes patagonicus,M,furnariidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Oceanites_gracilis_5_F_Back_Vis_G226481.png,Oceanites,oceanites gracilis,F,oceanitidae,0.0,0.0,1.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0
Icterus_spurius_6_F_Back_Vis_G055763.png,Icterus,icterus spurius,F,icteridae,48.1,3.7,0.0,0.0,0.0,0.0,48.1,0.0,0.0,0.0
Ailuroedus_buccoides_1_M_Back_Vis_Y056071.png,Ailuroedus,ailuroedus buccoides,M,ptilonorhynchidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scotocerca_inquieta_4_F_Back_Vis_G148615.png,Scotocerca,scotocerca inquieta,F,scotocercidae,0.0,1.5,11.1,8.0,67.3,0.0,0.0,0.0,0.3,11.8
Corvus_corone_5_F_Back_Vis_G070566.png,Corvus,corvus corone,F,corvidae,8.1,0.0,13.0,2.8,0.0,0.5,66.3,2.1,7.1,0.0
Philomachus_pugnax_2_M_Back_Vis_Y085168.png,Philomachus,philomachus pugnax,M,scolopacidae,0.0,0.0,0.0,13.1,0.0,0.0,55.4,12.1,19.4,0.0
Turdus_pelios_1_M_Back_Vis_G182799.png,Turdus,turdus pelios,M,turdidae,22.5,35.7,6.2,0.0,0.0,0.0,35.6,0.0,0.0,0.0
Tropicranus_albocristatus_3_M_Back_Vis_Y096568.png,Tropicranus,tropicranus albocristatus,M,bucerotidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dromococcyx_phasianellus_2_M_Back_Vis_G206599.png,Dromococcyx,dromococcyx phasianellus,M,cuculidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fregata_ariel_3_M_Back_Vis_G224943.png,Fregata,fregata ariel,M,fregatidae,2.4,0.0,0.9,0.0,0.0,0.0,0.0,96.7,0.0,0.0
Seicercus_tephrocephalus_1_M_Back_Vis_G119066.png,Seicercus,seicercus tephrocephalus,M,phylloscopidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ficedula_sapphira_5_F_Back_Vis_G129941.png,Ficedula,ficedula sapphira,F,muscicapidae,83.8,0.0,5.2,0.0,0.0,0.0,11.0,0.0,0.0,0.0
Phylidonyris_niger_4_F_Back_Vis_Y069795.png,Phylidonyris,phylidonyris niger,F,meliphagidae,60.9,1.0,11.3,0.0,0.0,0.0,26.8,0.0,0.0,0.0
Ciconia_episcopus_6_F_Back_Vis_G226386.png,Ciconia,ciconia episcopus,F,ciconiidae,15.8,0.0,0.0,0.3,0.0,0.0,78.1,0.5,5.3,0.0
Lampropsar_tanagrinus_6_F_Back_Vis_G056796.png,Lampropsar,lampropsar tanagrinus,F,icteridae,94.1,0.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0
Hemitriccus_josephinae_1_U_Back_Vis_G044930.png,Hemitriccus,hemitriccus josephinae,U,tyrannidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cracticus_quoyi_4_F_Back_Vis_Y056570.png,Cracticus,cracticus quoyi,F,artamidae,79.9,0.0,2.6,0.0,0.0,0.0,17.5,0.0,0.0,0.0
Picus_rabieri_2_M_Back_Vis_G191292.png,Picus,picus rabieri,M,picidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Otus_icterorhynchus_1_M_Back_Vis_Y090397.png,Otus,otus icterorhynchus,M,strigidae,95.4,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0
Hemispingus_reyi_1_M_Back_Vis_G065283.png,Hemispingus,hemispingus reyi,M,thraupidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Melanocorypha_calandra_3_M_Back_Vis_G086072.png,Melanocorypha,melanocorypha calandra,M,alaudidae,0.0,0.0,0.0,13.4,0.0,0.0,86.6,0.0,0.0,0.0
Lonchura_cantans_5_F_Back_Vis_G158147.png,Lonchura,lonchura cantans,F,estrildidae,0.0,60.6,16.5,0.0,0.0,0.0,23.0,0.0,0.0,0.0
Garrulax_lunulatus_1_M_Back_Vis_G138736.png,Garrulax,garrulax lunulatus,M,leiothrichidae,89.7,0.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tolmomyias_sulphurescens_4_F_Back_Vis_G047689.png,Tolmomyias,tolmomyias sulphurescens,F,tyrannidae,62.8,14.1,0.0,0.0,0.0,0.0,21.8,0.0,1.4,0.0
Pteroglossus_castanotis_5_F_Back_Vis_Y071935.png,Pteroglossus,pteroglossus castanotis,F,ramphastidae,69.4,12.7,0.0,0.0,0.0,0.0,14.7,0.0,3.2,0.0
Chalcopsitta_atra_1_U_Back_Vis_G112377.png,Chalcopsitta,chalcopsitta atra,U,psittacidae,86.9,0.0,0.0,0.2,0.0,0.0,11.6,0.0,1.3,0.0
Ducula_concinna_4_F_Back_Vis_G214538.png,Ducula,ducula concinna,F,columbidae,74.2,0.0,0.0,0.0,0.0,0.0,25.8,0.0,0.0,0.0
Parus_rubidiventris_4_F_Back_Vis_G090847.png,Parus,parus rubidiventris,F,paridae,71.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phalacrocorax_atriceps_4_F_Back_Vis_G227538.png,Phalacrocorax,phalacrocorax atriceps,F,phalacrocoracidae,0.0,0.0,0.0,0.0,0.0,3.0,0.0,97.0,0.0,0.0
Hylophilus_poicilotis_5_F_Back_Vis_G054533.png,Hylophilus,hylophilus poicilotis,F,vireonidae,83.8,0.0,0.0,0.0,0.0,0.0,16.2,0.0,0.0,0.0
Spelaeornis_longicaudatus_1_M_Back_Vis_G141104.png,Spelaeornis,spelaeornis longicaudatus,M,timaliidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agapornis_roseicollis_1_M_Back_Vis_G116035.png,Agapornis,agapornis roseicollis,M,psittacidae,0.0,27.6,71.8,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Monarcha_melanopsis_1_M_Back_Vis_Y065111.png,Monarcha,monarcha melanopsis,M,monarchidae,81.3,0.5,2.1,0.0,0.0,0.0,16.1,0.0,0.0,0.0
Merops_breweri_4_F_Back_Vis_G177755.png,Merops,merops breweri,F,meropidae,44.3,48.8,0.0,0.0,0.0,0.0,0.4,0.0,6.5,0.0
Corapipo_gutturalis_6_F_Back_Vis_G041866.png,Corapipo,corapipo gutturalis,F,pipridae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Casmerodius_albus_3_M_Back_Vis_G229898.png,Casmerodius,casmerodius albus,M,ardeidae,0.0,0.0,0.0,30.6,0.0,0.0,0.0,10.3,59.1,0.0
Heliomaster_furcifer_6_F_Back_Vis_Y083655.png,Heliomaster,heliomaster furcifer,F,trochilidae,32.7,56.5,0.0,10.9,0.0,0.0,0.0,0.0,0.0,0.0
Ruwenzorornis_johnstoni_5_F_Back_Vis_G207700.png,Ruwenzorornis,ruwenzorornis johnstoni,F,musophagidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Camptostoma_imberbe_2_M_Back_Vis_G045714.png,Camptostoma,camptostoma imberbe,M,tyrannidae,29.3,21.4,28.8,0.0,0.0,0.0,17.8,0.0,2.6,0.0
Artamus_maximus_5_F_Back_Vis_G172069.png,Artamus,artamus maximus,F,artamidae,85.4,0.0,0.0,0.0,0.0,0.0,14.6,0.0,0.0,0.0
Monticola_saxatilis_5_F_Back_Vis_G127724.png,Monticola,monticola saxatilis,F,muscicapidae,0.0,0.0,22.2,74.8,0.0,0.0,0.0,0.0,0.0,2.9
Emberiza_capensis_4_F_Back_Vis_G073604.png,Emberiza,emberiza capensis,F,emberizidae,0.0,3.9,16.6,79.4,0.0,0.0,0.0,0.0,0.0,0.0
Hemicircus_canente_2_M_Back_Vis_Y076116.png,Hemicircus,hemicircus canente,M,picidae,74.8,0.0,0.0,0.0,0.0,0.0,25.2,0.0,0.0,0.0
Parus_hudsonicus_6_F_Back_Vis_G090751.png,Parus,parus hudsonicus,F,paridae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pachyramphus_validus_4_F_Back_Vis_G039057.png,Pachyramphus,pachyramphus validus,F,tityridae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heteromyias_albispecularis_1_M_Back_Vis_G173756.png,Heteromyias,heteromyias albispecularis,M,petroicidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ketupa_flavipes_4_F_Back_Vis_G233848.png,Ketupa,ketupa flavipes,F,strigidae,88.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0
Zosterops_inornatus_3_F_Back_Vis_G170843.png,Zosterops,zosterops inornatus,F,zosteropidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carpornis_melanocephala_2_F_Back_Vis_G039373.png,Carpornis,carpornis melanocephala,F,cotingidae,97.2,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyanoliseus_patagonus_4_F_Back_Vis_Y049418.png,Cyanoliseus,cyanoliseus patagonus,F,psittacidae,0.0,3.8,70.2,0.0,0.0,0.0,26.0,0.0,0.0,0.0
Corapipo_altera_2_M_Back_Vis_G047853.png,Corapipo,corapipo altera,M,pipridae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gecinulus_viridis_3_M_Back_Vis_G191658.png,Gecinulus,gecinulus viridis,M,picidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asthenes_steinbachi_1_M_Back_Vis_G103569.png,Asthenes,asthenes steinbachi,M,furnariidae,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dendrocolaptes_platyrostris_2_M_Back_Vis_G058813.png,Dendrocolaptes,dendrocolaptes platyrostris,M,furnariidae,82.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
Cercomela_tractrac_2_M_Back_Vis_G135031.png,Cercomela,cercomela tractrac,M,muscicapidae,0.0,0.0,7.5,22.5,70.0,0.0,0.0,0.0,0.0,0.0
Ardeola_rufiventris_3_M_Back_Vis_G230171.png,Ardeola,ardeola rufiventris,M,ardeidae,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,87.5,0.0
Icterus_maculialatus_3_M_Back_Vis_G055880.png,Icterus,icterus maculialatus,M,icteridae,79.6,0.0,7.2,0.0,0.0,0.0,13.2,0.0,0.0,0.0
Lochmias_nematura_4_F_Back_Vis_G104261.png,Lochmias,lochmias nematura,F,furnariidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tangara_larvata_3_M_Back_Vis_G069239.png,Tangara,tangara larvata,M,thraupidae,57.2,0.0,12.1,0.0,0.0,0.0,30.7,0.0,0.0,0.0
Herpsilochmus_roraimae_1_M_Back_Vis_G151907.png,Herpsilochmus,herpsilochmus roraimae,M,thamnophilidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cerorhinca_monocerata_5_F_Back_Vis_Y086873.png,Cerorhinca,cerorhinca monocerata,F,alcidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Pygarrhichas_albogularis_3_M_Back_Vis_G105270.png,Pygarrhichas,pygarrhichas albogularis,M,furnariidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loxia_curvirostra_1_M_Back_Vis_G095777.png,Loxia,loxia curvirostra,M,fringillidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ptilinopus_aurantiifrons_3_M_Back_Vis_G213127.png,Ptilinopus,ptilinopus aurantiifrons,M,columbidae,78.4,4.6,0.0,0.0,0.0,0.0,17.1,0.0,0.0,0.0
Rhipidura_tenebrosa_3_M_Back_Vis_G175645.png,Rhipidura,rhipidura tenebrosa,M,rhipiduridae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pachyramphus_minor_2_M_Back_Vis_G038984.png,Pachyramphus,pachyramphus minor,M,tityridae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dryocopus_pileatus_1_M_Back_Vis_Y075798.png,Dryocopus,dryocopus pileatus,M,picidae,74.8,0.0,0.0,0.0,0.0,0.0,20.9,0.0,4.3,0.0
Junco_phaeonotus_1_M_Back_Vis_G075043.png,Junco,junco phaeonotus,M,passerellidae,49.4,0.0,50.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Chiroxiphia_boliviana_3_M_Back_Vis_G041716.png,Chiroxiphia,chiroxiphia boliviana,M,pipridae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buteo_lineatus_2_M_Back_Vis_G221759.png,Buteo,buteo lineatus,M,accipitridae,61.4,0.0,0.0,0.0,0.0,0.0,38.6,0.0,0.0,0.0
Larus_glaucescens_1_M_Back_Vis_G234173.png,Larus,larus glaucescens,M,laridae,0.0,0.0,0.0,10.5,0.0,4.6,38.1,25.9,20.8,0.1
Picus_squamatus_6_F_Back_Vis_G191988.png,Picus,picus squamatus,F,picidae,53.5,0.0,13.9,0.0,0.0,0.0,32.5,0.0,0.0,0.0
Columba_trocaz_5_F_Back_Vis_G211201.png,Columba,columba trocaz,F,columbidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campylorhynchus_albobrunneus_1_M_Back_Vis_G072144.png,Campylorhynchus,campylorhynchus albobrunneus,M,troglodytidae,83.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0
Eupherusa_nigriventris_5_F_Back_Vis_G201530.png,Eupherusa,eupherusa nigriventris,F,trochilidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Formicarius_nigricapillus_3_M_Back_Vis_G176029.png,Formicarius,formicarius nigricapillus,M,formicariidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Myiobius_sulphureipygius_2_M_Back_Vis_G053416.png,Myiobius,myiobius sulphureipygius,M,tityridae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phalaropus_lobatus_2_M_Back_Vis_Y085240.png,Phalaropus,phalaropus lobatus,M,scolopacidae,0.0,0.0,0.0,0.0,0.0,2.5,0.0,16.1,81.4,0.0
Ficedula_tricolor_2_M_Back_Vis_G129887.png,Ficedula,ficedula tricolor,M,muscicapidae,88.9,0.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caprimulgus_poliocephalus_5_F_Back_Vis_G210216.png,Caprimulgus,caprimulgus poliocephalus,F,caprimulgidae,19.2,0.0,30.3,3.5,0.0,0.0,47.0,0.0,0.0,0.0
Gypsophila_crispifrons_3_M_Back_Vis_G140821.png,Gypsophila,gypsophila crispifrons,M,pellorneidae,64.0,0.0,3.8,0.0,0.0,0.0,32.1,0.0,0.0,0.0
Lichmera_indistincta_4_F_Back_Vis_Y067543.png,Lichmera,lichmera indistincta,F,meliphagidae,41.5,19.8,10.5,0.0,0.0,0.0,23.9,0.0,4.3,0.0
Speirops_lugubris_4_F_Back_Vis_G169522.png,Speirops,speirops lugubris,F,zosteropidae,76.1,6.0,0.0,0.0,0.0,0.0,17.9,0.0,0.0,0.0
Lipaugus_fuscocinereus_3_F_Back_Vis_G040453.png,Lipaugus,lipaugus fuscocinereus,F,cotingidae,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Climacteris_affinis_1_M_Back_Vis_G171791.png,Climacteris,climacteris affinis,M,climacteridae,0.0,36.6,63.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Motacilla_flava_1_M_Back_Vis_G088547.png,Motacilla,motacilla flava,M,motacillidae,0.0,0.0,35.2,16.3,0.0,0.0,0.0,0.0,48.5,0.0
Mitrospingus_cassinii_1_M_Back_Vis_G065790.png,Mitrospingus,mitrospingus cassinii,M,mitrospingidae,95.3,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ptilinopus_luteovirens_1_M_Back_Vis_G213986.png,Ptilinopus,ptilinopus luteovirens,M,columbidae,85.6,0.0,1.8,0.0,0.0,0.0,12.6,0.0,0.0,0.0
Knipolegus_poecilocercus_2_U_Back_Vis_G050895.png,Knipolegus,knipolegus poecilocercus,U,tyrannidae,68.6,0.0,8.7,0.0,0.0,0.0,0.0,0.0,22.7,0.0
Corythaeola_cristata_2_M_Back_Vis_G233714.png,Corythaeola,corythaeola cristata,M,musophagidae,86.8,0.0,0.0,0.0,0.0,0.0,13.2,0.0,0.0,0.0
Limosa_lapponica_1_M_Back_Vis_Y079577.png,Limosa,limosa lapponica,M,scolopacidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
